Name,Age,Gender,12_percentage,10_percentage,CGPA,Parents_Annual_Income,Is_Car,Is_Loan_Free,Is_Passport,Is_Masters
Tara Malhotra,22,F,92.56,95.85,7.78,692856.6317642166,Y,N,Y,N
Myra Das,29,F,54.28,69.98,9.84,5365280.413362539,Y,N,N,Y
Vivaan Pandey,25,M,76.74,57.47,7.44,7203620.480788161,Y,Y,Y,N
Prisha Rao,25,F,41.87,93.58,7.44,237843.21342109118,Y,N,Y,N
Aadhya Kumar,21,F,77.22,41.33,6.39,3803346.0717729386,Y,N,N,Y
Aarohi Pandey,21,F,81.56,85.25,8.39,9174307.744973011,Y,N,N,N
Arjun Mishra,22,M,94.19,49.25,5.6,7351970.006562539,N,N,Y,Y
Dhruv Gupta,28,M,87.42,74.58,9.5,828337.3095378473,N,N,Y,N
Aarush Srivastava,28,M,50.71,90.07,8.2,6430120.631475578,Y,Y,N,N
Ahaan Rao,24,M,69.6,75.25,7.22,842397.3302242245,Y,Y,N,N
Anay,29,M,86.4,42.53,5.9,1679584.424499302,N,N,Y,N
Shanaya Singh,24,F,62.02,71.12,6.38,5576844.950528292,Y,Y,Y,Y
Anaisha Mishra,26,F,90.85,73.19,9.73,1908473.5792597048,N,N,N,N
Rudra Reddy,25,M,77.41,40.88,5.95,9083525.137086742,N,Y,Y,Y
Riddhi Shah,26,F,92.41,54.01,5.88,1873348.6613609397,Y,Y,N,N
Pranav Malhotra,30,M,52.95,92.44,6.1,9994979.691176612,Y,N,N,Y
Aarush Choudhury,24,M,54.62,74.81,7.4,205657.05652275262,N,N,N,N
Kian Nair,25,M,90.58,67.18,5.75,9177455.82247664,Y,Y,N,N
Aarohi Nair,27,F,77.97,96.47,6.76,1558447.450519335,N,N,Y,N
Pranav Pathak,28,M,43.13,46.25,8.47,8127726.709698397,Y,Y,Y,N
Ahaan Agarwal,23,M,62.05,95.36,8.29,3801729.655571937,Y,N,Y,Y
Chirag,28,M,48.69,61.82,8.43,6060319.581125548,Y,Y,Y,N
Kian Goswami,29,M,60.59,40.79,5.52,1359686.9819312743,N,N,Y,N
Yash Bose,22,M,55.37,60.65,9.83,3958297.4151601023,N,Y,Y,N
Saanvi Malhotra,25,F,61.45,47.25,5.86,352369.7714318671,Y,N,N,N
Kiara Shah,26,F,76.5,78.8,9.32,1739201.8027138065,N,N,N,N
Aaradhya Chauhan,27,F,46.29,47.03,7.57,6131906.801551086,N,N,N,Y
Prisha Singh,25,F,65.69,70.41,5.6,5553851.352259014,Y,Y,N,Y
Ayaan Pathak,22,M,76.74,71.46,9.11,2914639.1229937314,Y,N,Y,Y
Ahaan Reddy,22,M,57.83,63.96,9.18,1290982.656283091,N,Y,N,N
Tara Choudhury,21,F,65.87,81.03,7.08,5372585.6927666105,Y,N,N,Y
Advik Chauhan,21,M,61.73,90.38,8.48,969161.2383144172,Y,N,Y,Y
Advik,30,M,40.12,59.26,7.19,7601564.678882867,N,Y,N,Y
Yash Bhatia,21,M,50.61,55.29,8.49,7590955.598499169,Y,Y,N,N
Shaurya,24,M,49.78,90.6,6.47,789531.6275830936,Y,N,Y,N
Abeer Patel,27,M,62.41,67.31,7.58,570615.8985083837,N,N,Y,N
Ahaan Srivastava,28,M,69.01,96.32,8.28,3529868.008447756,N,N,N,Y
Riddhi Gupta,27,F,92.1,40.93,6.81,4989586.666341198,N,Y,Y,Y
Trisha Srivastava,25,F,80.28,96.51,7.95,1444300.5530150074,Y,Y,N,N
Sara Chopra,24,F,42.39,81.81,6.56,5990735.390710328,Y,N,N,Y
Sai Goswami,22,M,77.59,72.21,6.64,1687090.0316080672,N,Y,N,N
Ishika,23,F,76.06,54.19,8.75,9909221.640112117,Y,N,N,Y
Mohammed Malhotra,22,M,59.5,82.26,9.68,1678576.7316502442,N,N,N,N
Diya Sethi,28,F,60.02,94.54,7.68,60407436.08962793,N,Y,N,Y
Mohammed Chopra,23,M,41.76,61.5,6.15,1325371.0734346167,N,Y,N,Y
Kiara Srivastava,25,F,49.93,72.27,7.13,84953677.32555725,Y,Y,Y,Y
Shaurya Das,30,M,90.07,99.43,9.74,9914689.232637005,N,Y,N,Y
Vihaan Bose,26,M,87.53,56.02,5.62,7847444.83332632,N,N,Y,Y
Shaurya Das,30,M,74.27,89.88,7.85,5050157.871505538,Y,Y,N,N
Pihu Mishra,23,F,83.2,75.26,6.85,6676646.801408993,N,N,N,Y
Ira Joshi,22,F,45.41,83.85,7.13,1544927.5815323151,N,Y,Y,N
Atharva,29,M,82.23,78.98,5.92,8262134.523371147,Y,Y,Y,N
Avni Sharma,27,F,51.18,60.64,5.94,839670.9259739992,Y,Y,N,N
Chirag Malhotra,22,M,98.87,68.84,7.98,7893355.507471303,N,Y,Y,Y
Anaisha Choudhury,23,F,68.57,58.67,8.58,268790.9076610113,Y,N,Y,N
Aadhya,24,F,78.09,59.44,9.77,2092256.0886389955,Y,Y,N,Y
Aaradhya,29,F,56.27,88.62,8.18,620888.8052576522,Y,N,N,N
Vani,26,F,61.95,59.5,9.73,6158047.497392487,Y,Y,N,Y
Ishaan Thakur,27,M,97.97,62.2,8.72,4677392.11515661,N,N,N,Y
Trisha Chopra,24,F,68.87,78.55,9.43,1371130.670990493,N,Y,Y,N
Mohammed Kumar,25,M,82.21,84.14,6.39,3852472.7388429674,Y,Y,Y,Y
Sahana Patel,22,F,92.21,50.73,8.13,9824915.646968381,Y,Y,N,Y
Myra,22,F,48.47,42.88,5.88,1383798.0286351629,Y,Y,N,N
Navya Thakur,28,F,72.88,82.44,6.51,529630.1622029177,Y,N,Y,N
Vivaan Joshi,29,M,60.96,72.72,8.28,988829.4772261279,N,Y,Y,Y
Ayaan Roy,26,M,40.37,46.95,9.05,1025723.0379644278,Y,N,Y,N
Anaya Malhotra,27,F,59.66,46.8,8.88,6493712.154074905,N,N,N,Y
Shanaya Malhotra,26,F,60.07,76.87,8.07,841981.6332736225,Y,Y,N,N
Navya Bhatia,22,F,54.06,62.24,8.2,581065.8508936686,N,Y,Y,N
Chirag Gupta,30,M,60.19,45.84,7.0,616673.5426176952,Y,Y,N,N
Navya Das,29,F,42.94,45.9,8.59,5647822.477766186,N,Y,Y,Y
Chirag Pandey,26,M,48.95,58.0,6.66,31544567.873494152,Y,N,N,Y
Aryan Chopra,26,M,52.65,97.46,6.35,600471.340845163,N,N,N,N
Veer Sharma,28,M,72.82,93.09,8.15,713851.1576620929,Y,N,Y,N
Anaisha Reddy,25,F,97.12,47.48,8.16,6222428.408579173,Y,Y,Y,Y
Reyansh Roy,25,M,85.36,88.61,9.33,5434960.534824096,Y,N,Y,Y
Chirag Reddy,30,M,72.69,87.04,6.53,1848496.861441781,N,Y,N,N
Saanvi Thakur,26,F,72.58,67.71,5.99,259014.5719659184,Y,N,N,N
Reyansh Choudhury,26,M,57.89,68.27,8.85,1344089.269288763,Y,N,N,N
Ira Das,24,F,42.02,75.4,7.6,2364452.31115402,Y,N,N,Y
Avni Yadav,26,F,67.08,84.0,7.0,1448541.1186390799,N,Y,N,N
Aadi Das,27,M,75.23,60.88,7.69,1228115.9290835953,Y,Y,N,N
Ritvik Singh,25,M,53.52,49.01,9.56,9516603.235794915,N,Y,Y,Y
Dev Singh,21,M,59.0,83.75,5.88,2578304.4890268226,N,Y,N,Y
Chirag Goswami,26,M,77.58,85.04,9.61,6710320.094091381,N,N,Y,Y
Kiara,27,F,84.0,99.4,7.76,8518478.471810356,Y,N,Y,N
Vanya Thakur,25,F,54.09,94.7,5.93,6538234.607608245,Y,Y,N,Y
Kian Bose,30,M,66.94,79.46,5.9,6191649.948517603,Y,Y,N,Y
Vihaan Singh,25,M,47.15,44.91,6.02,1680309.8672619015,Y,Y,N,N
Kabir,25,M,80.7,71.46,6.73,4071585.0768884486,N,Y,Y,N
Anaya Joshi,25,F,88.95,83.38,7.45,1061448.6295336713,Y,N,Y,N
Navya Joshi,30,F,63.87,78.59,5.57,252969.84436943635,N,Y,Y,N
Shaurya Kumar,21,M,80.17,66.47,6.06,2157440.175010956,N,N,Y,Y
Veer Chopra,28,M,71.41,45.07,7.17,7807254.072907659,N,N,N,Y
Yash,24,M,74.97,73.06,9.1,8634103.627661176,Y,N,Y,N
Sahana,27,F,40.13,52.3,7.38,1318300.2830030306,Y,Y,N,N
Saumya Das,30,F,54.82,45.5,6.25,1553701.3666745713,Y,Y,N,N
Vani Kumar,28,F,81.5,40.75,9.61,318716.42097954435,Y,Y,N,N
Anaya Pathak,22,F,92.99,95.35,7.05,3585859.931996246,Y,N,Y,N
Mohammed,25,M,46.86,98.54,8.21,623076.6306471163,N,Y,N,N
Ansh Kumar,28,M,92.14,91.77,9.41,1326625.6006266994,Y,Y,N,N
Trisha Yadav,27,F,98.45,96.62,6.52,770077.2023430481,Y,N,Y,N
Vihaan Roy,27,M,60.44,78.51,7.79,2587117.9752379335,N,Y,Y,Y
Diya Sharma,30,F,84.56,46.14,8.38,34373844.969577014,Y,N,Y,Y
Sara Pandey,24,F,55.9,97.09,6.83,1852723.4949749606,Y,N,Y,Y
Yash Reddy,25,M,52.5,66.66,6.07,6896396.460381317,N,Y,N,Y
Dev Sethi,26,M,82.31,84.6,7.49,9593885.982476264,Y,N,Y,Y
Shaurya Gupta,25,M,57.47,88.18,9.69,3582082.4443657435,N,N,Y,N
Dev Khan,27,M,40.25,46.4,7.51,354519.89340948756,Y,Y,N,N
Dev,26,M,69.96,65.61,5.79,7910925.604623503,Y,Y,Y,Y
Veer Rao,24,M,74.48,90.36,6.5,917746.7036684407,Y,Y,N,N
Kian Shah,28,M,99.42,87.28,7.0,339915.86204424244,Y,N,Y,N
Yash Gupta,28,M,68.27,77.67,7.61,852866.785171667,Y,N,N,N
Aarohi Roy,21,F,52.39,89.73,7.7,746454.3702581299,N,N,N,N
Chirag Shah,28,M,86.4,59.37,8.35,1713979.1520234295,Y,Y,N,N
Saanvi Thakur,27,F,49.69,81.02,8.07,816581.9725986082,N,N,N,N
Aarush Srivastava,24,M,73.75,89.14,6.59,4429625.337323558,Y,N,Y,Y
Abeer Chauhan,29,M,83.33,68.68,9.34,2488191.4494745904,N,N,N,Y
Ansh,27,M,84.75,61.96,9.21,5104749.650780425,N,Y,Y,Y
Anay Yadav,30,M,85.65,62.57,5.84,1389568.7861961722,Y,Y,N,N
Ansh Gupta,27,M,94.53,74.0,9.01,8746697.626696017,N,Y,Y,N
Aaradhya Srivastava,23,F,57.18,64.01,9.85,9013825.058236912,N,N,N,Y
Myra Pathak,28,F,69.34,71.97,6.9,735512.8223585982,N,N,N,Y
Diya,27,F,92.1,78.09,7.25,360157.1752268749,Y,Y,Y,N
Anaisha Chauhan,24,F,59.96,80.06,9.17,8217312.812599578,Y,Y,N,Y
Pihu Nair,27,F,83.95,85.84,5.93,358450.9814122992,Y,N,N,N
Kiara Singh,25,F,68.37,71.31,7.37,9970849.979763664,Y,Y,N,Y
Saanvi Pandey,26,F,52.47,64.27,7.63,6610866.983252618,N,Y,N,Y
Abeer Bhatia,26,M,61.85,59.09,9.43,290734.9303038302,Y,N,Y,N
Navya Agarwal,21,F,40.74,56.99,6.03,4354305.108927565,Y,Y,N,Y
Kabir,27,M,52.9,40.68,6.38,6196745.930314957,Y,N,Y,Y
Dhruv Mishra,24,M,59.45,76.23,9.1,5620485.3699952,Y,Y,N,Y
Sara Khan,26,F,66.5,62.52,9.85,1039439.8995511669,Y,N,N,N
Anay Das,27,M,60.63,80.07,9.81,6158187.5290518915,Y,N,N,Y
Sara Goswami,23,F,71.69,94.16,9.77,2165233.4620284606,N,Y,Y,N
Shaurya Bhatia,25,M,42.58,89.92,5.91,5083875.6189929135,Y,Y,N,N
Veer Goswami,29,M,96.31,99.1,6.85,2784500.3424920836,N,Y,Y,N
Ishika Yadav,22,F,81.9,53.07,6.02,6646139.029689324,N,N,Y,Y
Siya Chauhan,30,F,96.11,51.27,7.12,4140483.766144716,N,N,N,Y
Aadhya Shah,26,F,86.07,79.78,6.23,8049173.908706343,Y,Y,Y,Y
Pihu Chauhan,22,F,94.95,70.78,9.05,882548.3091273566,Y,N,N,N
Chirag,27,M,52.39,43.01,5.65,222001.73891614043,Y,N,Y,N
Trisha Pathak,24,F,98.72,46.32,7.3,946169.6906310741,Y,N,N,N
Kiara Desai,23,F,90.33,53.4,9.07,4808739.046896168,Y,Y,N,N
Chirag Srivastava,26,M,84.0,58.15,6.32,5281775.691749751,Y,Y,N,N
Arjun Chopra,26,M,52.73,76.44,7.05,1633795.447618714,N,Y,Y,N
Ishaan Shah,30,M,57.05,62.94,9.36,261395.42474667577,N,N,N,N
Shanaya Roy,24,F,53.05,81.92,9.25,1595971.460758673,N,Y,Y,N
Prisha Nair,28,F,72.69,48.75,9.66,1410468.6737194033,N,N,N,N
Mohammed Bhatia,27,M,96.67,86.29,7.9,1810967.079435197,N,N,N,N
Pihu Sethi,28,F,66.32,44.9,5.68,9952350.306272944,N,N,Y,Y
Pihu Bhatia,27,F,70.76,76.24,6.93,4273934.2904610215,N,N,N,Y
Pranav Chauhan,26,M,51.33,62.85,7.0,9639763.089887653,Y,Y,Y,Y
Ansh Pandey,28,M,80.28,54.72,9.3,4144239.285302051,N,N,Y,Y
Aryan Joshi,24,M,45.3,41.34,5.82,1701147.6766090454,Y,N,Y,N
Anay Bose,24,M,40.37,53.57,6.97,1271930.6004652975,N,Y,N,N
Sara Verma,27,F,45.66,59.51,9.56,1797472.7797023219,Y,N,N,N
Aadi Roy,24,M,75.57,42.48,7.11,1093675.5202790084,N,N,N,N
Myra Joshi,24,F,75.81,93.05,6.96,7163447.019611118,N,N,Y,Y
Aadhya Reddy,30,F,85.15,42.61,5.75,1395356.461416263,N,N,Y,N
Vivaan Desai,22,M,59.17,64.43,8.66,4022739.194972736,N,Y,N,Y
Riya,25,F,48.46,81.49,8.42,1498919.973243102,N,N,Y,N
Myra Patel,26,F,48.8,82.59,7.99,731353.7889563623,Y,N,N,N
Kian Mishra,25,M,96.64,86.28,6.63,4973136.991592234,Y,N,N,Y
Pranav Thakur,21,M,42.41,47.25,8.79,3861307.1504674694,Y,N,Y,Y
Aarav Roy,27,M,90.33,87.73,7.72,9333221.616807947,N,Y,N,Y
Pranav,22,M,63.24,65.89,5.56,676771.1807791783,N,Y,Y,N
Aadhya Nair,30,F,99.27,62.89,9.73,928116.1853547335,N,Y,N,N
Kiara,22,F,52.37,50.44,5.9,485068.30373851437,N,N,N,N
Mohammed Mishra,22,M,92.41,58.89,5.54,7610229.399338054,Y,N,Y,Y
Yash Shah,26,M,68.97,85.42,8.04,62765368.20464675,Y,Y,N,Y
Kiara Pathak,29,F,58.62,71.51,7.42,944986.8750368342,Y,Y,N,N
Anaya Chopra,22,F,52.75,92.97,8.44,8103680.408566358,N,Y,Y,Y
Veer Kumar,23,M,87.15,49.85,6.63,85178788.94017814,N,N,Y,Y
Saumya Sethi,21,F,79.03,90.59,5.6,8054643.530916277,Y,Y,Y,N
Sahana Verma,25,F,50.95,97.65,6.56,3654892.336491518,N,Y,N,Y
Ritvik Verma,28,M,97.54,82.45,8.6,2010835.913570958,N,N,Y,N
Aarush Sethi,30,M,98.87,40.64,6.41,1747971.1697768946,Y,N,Y,N
Abeer Choudhury,29,M,91.53,45.81,7.06,1955777.3550503703,N,N,N,N
Aanya Nair,28,F,80.45,84.64,6.84,6895687.095196851,N,Y,N,Y
Vivaan Khan,24,M,79.51,71.28,8.37,643066.7032566858,N,Y,Y,N
Kabir Desai,21,M,89.02,43.05,7.33,9368428.884932937,Y,Y,Y,Y
Kian Yadav,30,M,78.34,87.5,5.83,1591347.7153322755,N,N,N,N
Ayaan Nair,22,M,57.16,44.14,7.54,7335015.313067687,Y,N,N,Y
Vani Rao,29,F,86.72,98.38,7.74,6570156.875382521,Y,Y,N,Y
Anika Singh,29,F,93.5,95.67,7.71,651691.8494566204,Y,N,Y,N
Ayaan Verma,25,M,58.82,87.57,8.21,1156308.5155945364,Y,N,Y,N
Ira Joshi,22,F,72.99,56.89,6.02,5731884.999651218,Y,N,Y,Y
Saumya,26,F,58.62,84.2,6.03,430411.5992175018,Y,Y,N,N
Ahaan Khan,26,M,67.64,82.87,5.94,6250426.1097074,Y,N,N,Y
Ansh Nair,29,M,76.71,70.65,6.41,2768964.428900966,Y,Y,Y,Y
Saanvi Agarwal,29,F,78.38,48.67,9.4,882928.2936598177,Y,Y,Y,Y
Advik Verma,21,M,82.2,86.4,9.56,9509066.338191835,N,Y,Y,Y
Tara Gupta,23,F,92.62,67.64,5.89,654504.7163817252,Y,Y,Y,N
Atharva Verma,26,M,46.6,78.73,5.51,1879410.8026225194,N,Y,Y,N
Aarohi Shah,28,F,75.79,42.49,8.9,1743036.4834025635,Y,N,N,N
Ayaan Sharma,24,M,80.7,59.08,5.73,1155556.5354743358,Y,N,Y,N
Rudra Sethi,27,M,60.83,95.24,9.1,4440759.333216131,Y,Y,N,N
Aarya,23,F,91.85,98.3,5.88,4629332.580729729,Y,Y,N,Y
Anay Bose,24,M,67.21,53.21,5.74,4077236.884738182,N,N,Y,Y
Ira Sharma,26,F,83.45,69.82,6.81,2441153.3956925124,N,Y,N,Y
Ishika Chauhan,29,F,65.26,53.83,7.18,58066751.68668112,N,N,N,Y
Kian Shah,23,M,53.69,45.5,8.31,3608063.530854625,N,Y,N,Y
Anaya Mishra,21,F,48.68,73.44,6.15,6687881.139668408,Y,N,Y,Y
Riya Chauhan,21,F,83.07,60.25,7.5,4995540.300363931,Y,Y,Y,N
Ishika Gupta,26,F,91.64,99.06,7.81,1786694.479475447,N,N,N,N
Sahana,30,F,95.68,62.49,9.86,637166.4626259261,Y,Y,Y,N
Ira Sethi,23,F,69.5,67.89,5.68,6817790.078630149,N,Y,Y,Y
Aadhya Patel,27,F,93.68,73.72,8.35,1932948.0986395853,Y,Y,N,N
Krishna,25,M,64.16,79.32,7.8,6380893.071458136,N,Y,N,Y
Diya Khan,24,F,71.42,50.97,8.23,17179457.167778373,N,Y,Y,Y
Pranav Pathak,22,M,91.0,92.59,8.55,2488898.7429256705,N,N,N,N
Shaurya Agarwal,24,M,49.79,71.15,7.75,4217777.072466795,Y,N,Y,Y
Shaurya Shah,27,M,52.86,61.04,7.08,4504307.587561457,N,Y,N,Y
Vivaan Shah,21,M,79.64,90.01,8.52,1373577.5534992001,N,Y,Y,N
Siya Yadav,21,F,87.15,53.53,8.9,870193.1000985771,N,N,N,N
Dhruv Bhatia,29,M,41.96,61.62,8.63,8542719.38634842,Y,N,Y,Y
Dhruv Pathak,21,M,72.08,59.92,8.95,3050360.7411550684,Y,Y,Y,Y
Aarya Reddy,23,F,51.11,53.82,6.49,4027743.5962385326,Y,N,Y,Y
Avni Sharma,26,F,75.77,56.6,9.78,3340407.159963916,Y,Y,Y,Y
Aadi,22,M,50.96,77.71,8.11,3654207.0030940156,Y,Y,N,N
Tara Rao,24,F,50.44,86.54,9.43,9821119.710458124,N,Y,Y,Y
Vihaan Singh,25,M,59.33,50.09,9.53,6229924.364661511,N,Y,N,Y
Sai Joshi,29,M,45.38,74.33,8.85,1163914.6728186507,Y,N,Y,N
Ira Sharma,27,F,91.31,87.58,8.52,4855881.336426113,N,Y,N,Y
Saanvi Bose,27,F,64.25,53.07,6.17,445981.95293308026,N,N,Y,N
Kabir Chauhan,24,M,80.65,83.76,6.48,6685955.383252903,Y,N,N,Y
Saanvi Bhatia,27,F,91.63,92.33,9.78,2795882.9252993083,Y,Y,N,Y
Vihaan,25,M,99.17,40.42,9.36,6912163.229918509,Y,Y,Y,Y
Riya,29,F,87.16,89.72,8.46,3285402.7731920313,N,Y,N,Y
Ishika Pandey,28,F,81.21,85.12,5.6,1134593.875086741,Y,N,N,N
Aadhya Rao,28,F,71.71,52.39,9.45,54136905.592950836,Y,Y,N,Y
Aarush,29,M,42.78,75.67,8.54,1172080.6403711848,Y,Y,N,N
Riddhi Srivastava,25,F,59.44,68.45,7.62,429402.91627214383,N,Y,N,N
Sahana,23,F,43.2,83.53,7.4,449068.0780550055,Y,Y,Y,N
Diya Shah,28,F,66.93,80.4,9.65,465644.3349356618,Y,Y,Y,N
Sai Bose,27,M,84.74,77.03,6.76,7263405.0849509025,N,N,Y,Y
Ishaan,23,M,87.47,83.15,9.8,9678196.578805164,N,Y,Y,Y
Shaurya Rao,25,M,58.72,71.36,9.67,1359058.4795514029,Y,N,N,Y
Pihu Malhotra,26,F,69.73,85.7,7.69,5495780.498112036,Y,Y,Y,Y
Trisha Yadav,25,F,86.06,78.07,8.97,5984964.351796952,Y,Y,N,N
Sahana Gupta,27,F,95.86,81.27,8.25,45563669.350284405,Y,Y,N,N
Siya Nair,21,F,94.79,94.78,7.97,1031724.8292469353,N,N,N,N
Trisha Nair,29,F,61.56,78.37,7.48,1281143.337237011,N,N,Y,N
Mohammed Joshi,30,M,90.46,55.25,9.11,4820650.437380991,N,Y,Y,Y
Saanvi Pathak,27,F,90.88,49.87,7.05,534741.6968620034,N,N,N,N
Vihaan Reddy,28,M,73.01,61.89,7.07,6027106.9151568115,N,N,N,Y
Sai Thakur,23,M,89.07,59.52,8.14,58789461.81163204,Y,Y,Y,N
Vivaan Gupta,25,M,40.7,59.42,8.48,9577451.127351616,N,Y,N,Y
Ahaan Sethi,25,M,89.03,90.69,8.96,954411.1404635732,N,N,N,N
Aadhya Chopra,25,F,72.65,78.54,9.31,5455882.0884676445,Y,Y,Y,Y
Kian Patel,28,M,95.68,67.71,6.11,8365718.691477175,Y,N,N,Y
Diya Bose,27,F,56.23,59.46,9.67,1806943.7286607437,Y,Y,Y,N
Anaisha Roy,21,F,46.29,71.52,9.24,1849256.819492663,Y,Y,Y,N
Saanvi Choudhury,23,F,95.91,44.48,5.64,1268025.0043725525,N,Y,N,N
Arjun Mishra,29,M,87.28,75.76,7.9,5909760.915207224,Y,N,N,Y
Prisha,26,F,45.22,51.5,7.98,4499347.514567356,Y,Y,Y,Y
Aaradhya Chauhan,29,F,73.92,57.95,6.05,4487275.447309985,N,N,N,Y
Shanaya,25,F,99.44,53.98,7.99,3676312.675585426,Y,N,N,Y
Pihu Chauhan,30,F,56.89,43.82,6.55,8069313.381278069,Y,Y,Y,Y
Trisha Pathak,28,F,92.96,73.09,5.91,3087919.2784198816,N,N,N,Y
Anika,22,F,49.91,95.42,9.48,8085425.143079779,N,N,Y,Y
Sai,28,M,72.79,46.59,6.32,1042322.3106031631,Y,Y,N,N
Sai Das,23,M,85.4,41.79,7.92,4305881.947104216,Y,N,N,Y
Anaisha Choudhury,28,F,62.01,75.96,8.32,6605780.276853922,N,N,N,Y
Arjun,25,M,80.71,44.49,9.1,9512596.241912939,N,N,N,Y
Myra Bhatia,27,F,52.72,69.96,7.8,1093467.9110464987,Y,N,Y,N
Myra Choudhury,28,F,66.95,84.86,8.01,920448.2150524966,N,Y,N,N
Tara,22,F,84.71,89.52,7.61,5633704.2007514,N,N,Y,N
Aarya Patel,28,F,59.75,93.85,8.87,6401053.810991264,N,Y,N,Y
Krishna Chauhan,28,M,78.64,64.63,7.44,1460928.1893491412,N,N,Y,N
Dev Kumar,28,M,44.52,68.84,6.36,8336866.433870471,N,Y,Y,Y
Aarohi Choudhury,29,F,96.74,43.76,5.92,1421292.247453721,N,N,Y,Y
Mohammed,21,M,43.17,89.68,8.0,1925235.0289177771,N,Y,Y,Y
Anay Desai,23,M,87.16,83.52,9.19,892677.8986467143,N,Y,Y,Y
Anaisha Sethi,22,F,78.55,90.36,7.19,9041014.539740179,Y,Y,Y,N
Aarav Malhotra,29,M,64.84,98.67,7.06,274498.93017903605,N,Y,N,N
Abeer,22,M,55.95,61.6,8.49,7611883.84271174,N,Y,Y,Y
Vihaan,23,M,46.34,47.57,8.75,337528.60701910895,Y,N,Y,N
Ayaan Sethi,24,M,64.8,79.12,8.42,1318565.4210036595,N,Y,N,N
Ishika Thakur,26,F,88.56,72.03,9.81,5560934.621428193,N,Y,Y,Y
Vani Shah,26,F,93.4,45.96,6.92,6208673.757163819,N,N,Y,Y
Trisha Bhatia,23,F,72.82,78.11,5.51,952301.4817504202,N,N,N,N
Reyansh Gupta,22,M,47.32,49.21,8.18,2611287.914253725,Y,N,N,Y
Navya Chauhan,26,F,85.1,96.75,9.42,4376861.1683371365,N,Y,N,N
Pihu Agarwal,22,F,70.38,96.76,6.4,620270.9644553422,Y,Y,Y,N
Diya Verma,24,F,98.69,69.85,7.93,1287063.229984942,Y,N,N,N
Avni Sethi,22,F,88.1,65.11,5.7,1969727.349483513,N,Y,N,N
Ahaan Roy,23,M,61.58,58.12,6.63,990285.4286938985,Y,N,Y,N
Trisha Sharma,30,F,65.68,43.74,7.8,1379385.2068779434,Y,N,N,N
Ritvik Pandey,26,M,93.21,59.3,8.51,3753775.704113177,N,Y,N,Y
Aanya Sharma,25,F,86.16,72.82,7.58,6834491.211640717,N,Y,Y,N
Arjun Goswami,21,M,93.34,55.08,7.82,653835.5736129573,N,Y,N,N
Pranav Mishra,27,M,62.2,52.89,6.75,785621.7250001465,N,Y,Y,N
Pranav Goswami,28,M,81.43,69.49,9.6,9020969.978218384,N,N,Y,Y
Chirag Kumar,29,M,92.8,56.75,7.93,1775881.8440556736,N,Y,Y,N
Anaya Joshi,22,F,83.75,56.14,6.9,8885671.887211448,Y,N,Y,Y
Aarav Verma,29,M,51.99,42.88,6.49,8768319.143009335,N,N,N,Y
Veer,27,M,41.47,93.51,8.54,2145414.012192329,N,N,N,Y
Ishika Srivastava,25,F,93.98,85.57,9.64,62766580.80050869,N,Y,N,N
Vanya,28,F,58.8,72.38,9.75,977386.2203852454,N,N,N,N
Shaurya Joshi,23,M,69.51,72.93,6.0,2568409.0033804514,Y,Y,Y,N
Rudra Shah,25,M,70.76,72.73,5.57,630373.3713313199,Y,Y,N,N
Dev Sethi,29,M,56.81,68.67,8.68,2905692.145414289,N,N,Y,Y
Vivaan Patel,21,M,45.37,47.59,5.85,1360742.955837343,Y,N,Y,N
Pranav Gupta,27,M,58.55,58.1,9.67,8438735.482589612,Y,N,Y,Y
Ishika Pandey,24,F,74.58,49.46,7.79,4938994.252138844,N,N,Y,Y
Navya Reddy,29,F,94.25,84.01,7.98,4731114.074236741,N,Y,Y,Y
Mishka Patel,23,F,66.85,77.81,6.45,1517420.9297662748,N,N,Y,N
Trisha Choudhury,23,F,66.36,68.89,9.8,843717.7265702778,N,N,N,N
Avni Chauhan,24,F,85.94,69.7,9.51,5426226.678745613,Y,Y,N,N
Anaisha Roy,24,F,71.01,85.32,5.69,416671.7164868331,Y,Y,Y,N
Ishaan Goswami,28,M,92.33,70.08,7.27,3652497.3094784077,N,N,Y,Y
Sara Khan,23,F,95.75,82.25,6.94,6147789.961906866,Y,N,N,Y
Vivaan Thakur,23,M,66.04,73.86,5.62,999149.4607883411,Y,Y,N,N
Tara Shah,21,F,81.46,41.86,6.29,652371.7885484204,N,Y,N,N
Ayaan Desai,30,M,58.99,81.45,9.67,5333974.03221501,N,Y,Y,Y
Tara Bose,26,F,49.68,61.14,6.45,2274492.260141623,N,Y,N,Y
Yash Gupta,27,M,66.96,60.75,7.57,4728060.2566145575,Y,Y,N,Y
Arjun Pathak,24,M,50.75,65.69,7.04,2879395.3191744946,Y,Y,N,Y
Dev,25,M,59.57,95.55,8.44,5502405.887669965,N,N,N,Y
Aarohi,24,F,40.49,90.9,9.79,218730.0068359091,N,N,N,N
Ishaan Choudhury,21,M,46.82,67.97,7.09,7667179.96212301,Y,N,N,Y
Aanya,30,F,51.4,44.13,6.58,5992925.729956757,N,Y,Y,Y
Trisha Chopra,25,F,73.43,98.32,6.49,242339.97835573318,N,Y,Y,N
Veer Srivastava,27,M,45.68,48.1,7.87,351310.82740624517,N,N,Y,N
Saumya,28,F,94.48,49.47,7.55,8681765.723619603,Y,N,Y,Y
